,호텔이름,평점,후기
1383,"JS 관광호텔, 전주",8.0,여름휴가 2박3일 다녀왔어요~ 전반적으로 만족합니다. 조식은 가격이 싸다는 장점은 있지만 품질이나 다양성면에서 조금 아쉽습니다.
1384,"JS 관광호텔, 전주",8.0,전반적으로 만족. 깔끔하고 청결. 고객응대 등 서비스 품질 만족
1385,"JS 관광호텔, 전주",8.0,시내에서 많이 떨어져 있지만. 괜찮았어요. 처음. 들어갈. 때는. 오래되어. 보이므로. 걱정스러웠는데 사장님이 관리를 잘 하셔서인지 전반적으로 좋았고 까탈스런 와이프도 별 말 안 하는 것을 보면 정말 괜찮은 모양입니다.
1386,"JS 관광호텔, 전주",10.0,너무 깨끗하고 친절했어요. 객실 크기도 적당하고.. 전주에 간다면 또 이용예정입니다 지어진지 얼마 안된것 같았어요
1387,"JS 관광호텔, 전주",10.0,생각보다 외곽도 좋았고 실내도 깔끔하고 좋았어요. 흠잡을게 없었네요.
1388,"JS 관광호텔, 전주",6.0,침대와 베개가 좀 불편했어요.
1389,"JS 관광호텔, 전주",8.0,깔끔한 침대와 정성스러운 조식이 만족스럽고 한옥마을에서 가까워 한옥 마을 중심 여행에 아주 좋았습니다.
1390,"JS 관광호텔, 전주",8.0,1인 추가시 침대가 있는 방이였지만 엑스트라베드가 아닌 요와 이불을 제공하영 조금 당황스러웠다
1391,"JS 관광호텔, 전주",6.0,The room was as expected for 3 stars hotel but it was filled with mosquitoes all over ceiling.
1392,"JS 관광호텔, 전주",10.0,"The bathroom alone was worth the price, well almost. A very clean hotel and room. The toilet is those fancy heated, jet spray type. Nice! The bathroom is glass enclosure, very modern and clean. The location is very good. It is approximately 6 block walk to the Village. The hotel is also one block from the outdoor mall that will also lead to the village from s different direction. My only problem was getting to the hotel from the bus station. I was turned away by the taxi drivers because the street location was in English and they don’t read English and I don’t speak Korean. Lucky for me, a very kind local saw my dilemma and intervene on my behalf. He spoke to the taxi driver. Next time, he told me simply to name the hotel because they probably know JS Hotel! The breakfast is an extra $5000 won. Well worth it. The breakfast is not big, but the food was very fresh and had a very good sampling of Korean breakfast."
1393,"JS 관광호텔, 전주",4.0,・アクセスはよい ・きれいさは通常レベル ・店員が不親切 ・こちらのお願いを無視したり、せせら笑うので気分を害した
1394,"JS 관광호텔, 전주",8.0,"Das Hotel liegt zentral in Laufdistanz zum wunderschönen Hanok Village und auch sonst gibt es drumherum einige Einkaufsmöglichkeiten und Bushaltestellen. Das Haus an sich versprüht von außen und in der Lobby zwar eher 80er-Jahre-Charme, das Zimmer war jedoch überraschend modern, geräumig und in gutem Zustand. Auch die Sauberkeit hat gepasst. Zwei Nachteile gab es jedoch: Zum Zeitpunkt unseres Besuchs im November wurde die Klimaanlage im ganzen Haus als Heizung genutzt. Im Zimmer ließ sich daher weder eine Temperatur einstellen noch die Lüftung komplett ausschalten. Es war daher viel zu warm und stickig. Außerdem waren unter den Bettlaken und Bezügen anscheinend Schonbezüge aus Kunststoff, weshalb man in den Betten extrem schnell geschwitzt hat. Verpflegung hatten wir keine gebucht."
1395,"JS 관광호텔, 전주",6.0,
1396,"JS 관광호텔, 전주",6.0,
1397,"JS 관광호텔, 전주",8.0,
1398,"JS 관광호텔, 전주",10.0,
1399,"JS 관광호텔, 전주",8.0,
1400,"JS 관광호텔, 전주",10.0,
1401,"JS 관광호텔, 전주",10.0,
1402,"JS 관광호텔, 전주",4.0,
1403,"JS 관광호텔, 전주",10.0,
1404,"JS 관광호텔, 전주",10.0,
1405,"JS 관광호텔, 전주",8.0,
1406,"JS 관광호텔, 전주",8.0,
1407,"JS 관광호텔, 전주",8.0,
1408,백희 게스트하우스,10.0,"가족여행으로 갔는데 한옥마을과 가깝고 숙소 내부도 깔끔 쾌적하고 좋았어요~ 웰컴드링크도 주시고 수정과 에이드도 맛있었습니다 주차장은 따로 없어서 공영부차장에 12,000원 내고 주차했는데 그렇게 불편하지 않았어요"
1409,백희 게스트하우스,10.0,한옥마을과 매우 가잡고 객실 내부도 깨끗해서 좋았습니다. 카페와 같이 운영되다보니 무료 음료쿠폰도 주네요.
1410,백희 게스트하우스,8.0,깨끗했어요. 그런데 둘이 쓰기에는 조금 좁았아요~
1411,백희 게스트하우스,10.0,깔끔하고 세련된 느낌 입니다. 침대한개와 메모리폼 베드가 푹신하고 시끄럽지도 않으며 전반적으로 만족해요 굉장히 따뜻한 방이였고요 친절한 응대 감사드려요 웰컴드링크도 좋았어요 다만 주차시설은 없어서 사설로 이용했어요 3시-10:30분 1만원이면 가능해요
1412,백희 게스트하우스,10.0,편히 쉬다갑니다.
1413,백희 게스트하우스,10.0,체크인할 때 직원분 너무 친절하셔서 기분도 좋아지고 건물도 이쁘고 갤러리도 이뻐서 구경도 좀 할 수 있고 방도 좋았어요!
1414,백희 게스트하우스,10.0,"주인장님의 친절함, 숙소의 깨끗함, 그리고 위치 모두 다 좋았습니다.~ 덕분에 우리 가족 모두 즐거운 여행이 되었습니다."
1415,백희 게스트하우스,10.0,한옥마을 거리에 있어서 좋았습니다. 음료를 서비스로 주고 작지만 깔끔하고 깨끗해서 좋았습니다. 안내해주시는 분이 정말 친절하셨습니다.
1416,백희 게스트하우스,6.0,"위치는 너무 좋은! 단, 자리가 너무 좁은 ㅠㅠ"
1417,백희 게스트하우스,10.0,Highly recommanded!! Room was kept clean and the location was great! I will definitely stay at Becky if i go to Jeonju again :D
1418,백희 게스트하우스,8.0,공간활용이 상당히 잘되어 있는 느낌이 들었고 아기자기하면서도 심플한 객실느낌. 안내해주시는 분이 친절하심. 웰컴티가 맛있어요b 1층에서 휴식취하기에도 아주 좋습니다:)
1419,백희 게스트하우스,8.0,사장님이 진짜 친절하셨어요 방에 tv가 안나온다고 했더니 더 큰 방으로 추가비용 없이 바꾸어 주셨어요 조식도 간단하지만 정성으로 준비하신 것 같았고 맛있었어요 위치가 매우 좋아서 한옥마을 돌아다니기가 편해요 주차는 바로 근처에 사설주차장을 소개해 주셔서 편하게 이용했습니다 1층이 갤러리여서 그림도 볼 수 있어서 좋았어요
1420,백희 게스트하우스,10.0,무료 음료쿠폰이 너무 인상적이었습니다. 게다가 루프탑도 이용할 수 있어요. 편하게 머무르도록 환경을 조성해주셔서 너무 좋았습니다.
1421,백희 게스트하우스,10.0,갤러리도 예쁘고 위치도 좋고 나홀로 여행에 안성맞춤 이었어요
1422,백희 게스트하우스,10.0,가족이랑 다녀왔어요~ 시설도 깔끔하구 청결도도 좋았던 것 같구요. 주인분들도 넘넘 친절하셔서 좋은 하루 보내고 왔습니다. 다만 온수가 잘 안나와서 아쉬웠어요~
1423,백희 게스트하우스,10.0,"스페이스8 이용했더, 저희가 시끄러워 방음을 걱정했는데요 만족했어요아침에 간단한 조식도 좋았어요! 항상 웃는 얼굴을 대해주신것도 감사하게 생각해요"
1424,백희 게스트하우스,10.0,"중학생 딸래미랑 같이 왔는데, 주인도 너무 친절하시고 서비스도 좋았어요. 여러모로 기대 만점이었습니다.^^ 온돌이어도 이불이 메모리폼이어서 허리가 하나도 안아프고 편안했구요. 친구나 가족끼리 묵을 숙소로 강추합니다.^^"
1425,백희 게스트하우스,8.0,"깨끗하고, 서비스도 친절했음. 전반적으로 만족함."
1426,백희 게스트하우스,8.0,한옥마을과 가까워서 도보여행하기에 좋습니다. 1층 카페와 3층 루프탑도 아주 잘 이용했습니다. 방도 예쁘고 편안한데 다만 처음 방에 들어갔을 때 방이 굉장히 습하고 창문이 작아 환기가 잘 되지않아요. 그리고 복도 소리도 잘 들려서 소음에 예민하신 분들은 불편하실 수 있을 것 같네요. 직원 분도 굉장히 친절하고 만족스럽게 지내다왔습니다.
1427,백희 게스트하우스,8.0,가격대비 만족감을 느낄 수 있었습니다
1428,백희 게스트하우스,8.0,웰컴티 감사했고 음료도 한잔씩 먹을 수 있는 거 참 좋았어요! 근데 화장실 세면대에서 쓴 물이 바닥으로 다 내려오는...처음보는 구조에서 넘 당황했고요 에어컨이 너무 약했어요ㅠㅠ 그리고 조명도 좀 어두운 느낌 ㅠㅠ 화장할때 힘들었어요 그래도 침구류도 깨끗하고 편했고 예쁘고 룸이 작았지만 일행 많은 거 아니면 아늑하게 즐길 수 있었어요~~
1429,백희 게스트하우스,8.0,공간에 애정을 가지고 공들여서 가꾸었음을 보여주는 것 같아서 좋았어요. 그치만 숙박이 메인이 되는 장소가 아니라서 그런지 작은 방은 너무도 작아서 방에 머무르는 시간이 더 긴 저 같은 사람에게는 별로였던 것 같아요.
1430,백희 게스트하우스,10.0,2박을 했는데 첫날 잔 방보다 훨씬 깔끔하고 편안했습니다. 추천합니다.
1431,백희 게스트하우스,8.0,전반적으로 깔끔한 상태 였습니다. 서비스도 좋고 아침 토스트나 쥬스 1잔 무료 서비스 등 만족스러웠습니다.
1432,백희 게스트하우스,8.0,"게스트하우스,갤러리,카페가 함께 운영되는 곳이라, 체크인 시간 꼭 확인하셔요! 우선 직원분이 너무 친절하게 응대해주셔서, 너무 좋았구요! 게스트하우스를 이용하면, 카페 음료 무료쿠폰을 주시는데, 커피도 너무 맛나게 잘먹었습니다! 갤러리&카페는 한국의 미를 고스란히 담아, 감탄을 자아냈습니다^^ 저희는 5호방에 묵었는데, 원래는 1인실로 배정되는 방이라, 조금 협소할지도 모르다고 양해를 구하셨는데, 여성 둘이 묵기에는 안락한 방이였어요~ 무엇보다 방 상태가 너무 청결하여서 좋았구요, 와이파이도 잘 잡힙니다!"
1433,백희 게스트하우스,2.0,"4인가족 2층침대로 예약했습니다.(space 8) 침대 자체도 너무 좁고, 2층침대를 오를 때 방 중앙에 사다리로 올라가게 되어있어, 너무 비좁아서 몸조차 마음대로 돌릴 여유가 없었네요. 시설은 꺠끗했지만, 일본 게스트하우스 보다 더 좁은 한국숙박시설에 깜짝 놀랐습니다^^;;"
1434,백희 게스트하우스,10.0,방도 맘에 들고 시설도 깨끗하고 좋았습니다 주요 관광지와 가까우나 얼만큼 떨어져있어서 조용히 쉴 수 있어요
1435,백희 게스트하우스,8.0,다음에 다시 찾겠습니다. 전주를 오신다면 추천하고픈 곳입니다. 분위기가 좋았습니다. 한옥마을에 위치하지만 조용해서 놀라웠네요.
1436,백희 게스트하우스,10.0,다소 좁긴했지만 평안하고 조용하니 괜찮았습니다
1437,백희 게스트하우스,6.0,전반적으로 만족합니다~
1438,백희 게스트하우스,8.0,너무 이쁘게 잘 꾸며져있었지만 약간은 청결도가...떨어졌고 창가쪽이라 그런가 좀 추웠습니다~ 그래도 위치와 서비스는 좋았습니다!
1439,백희 게스트하우스,6.0,직원도 친절하고 건물 내부도 이쁘지만 정말 방음이 전혀 안됩니다. 체크인할 때 방음이 약하다고 양해를 구하시던데 양해 구하고 말 수준이 아닙니다. 위층 아랫층 모든 사람들이 한방에 있는 것 같습니다. 이 정도면 최소한 아이들은 사전에 알아서 받지 말아야 할 듯 싶네요. 저희 정말 미치는 줄...그리고 방 너무 추워요. 아니 난방을 그렇게 아끼고 숙박업을 어떻게 합니까 ㅠ_ㅠ 그리고 조식이라고 써있지만 간단한 토스트에 잼 정도만 나온다고 해서 안먹었습니다. 그거는 어느 숙박업소에서도 '조식'이라고 써놓지 않아요. 마지막으로 욕실 문이 이쁜 미닫이 문인데 문 사방이 3센치 정도 떠있어서 가족이든 친구든 애인이든 일행있으면 볼일.. 불가입니다. 소리도 소리지만 냄새는 어떻게 하라고. 하.. 저희는 계속 1층 카페 화장실 이용했습니다. 정말 1박 하면서도 너무..너무... 괴로웠습니다. 어쩌다 불만 많은 고객이 남긴 특이한 후기하고 생각하시죠? 아니예요...저 이런 후기 남기는거 처음이예요...공짜로 묵으라고 해도 거기서는 못자요. 단언컨대 각국 호스텔 많이 이용해봤지만 침대 16개 들어가 있는 도미토리보다 못해요. 정말 이 정도면 선의의 타인에게 피해를 끼치는 거예요 사장님...
1440,백희 게스트하우스,10.0,한옥마을에서 도보 가깝고 주변에 식당.편의점 있고 9시이후 1층카페에서 간식사다가 먹으며 얘기할수 있어 좋음.
1441,백희 게스트하우스,8.0,"직원분 굉장히 친절하시고 내부 인테리어 잘 되어있습니다. 그런데 진짜 방음이 전혀, 1도 안돼요. 벽이 없는거나 마찬가지. 이 정도는 정말 처음이예요. 애들이 뭔 죄겠어요. 건물이 문제고, 건물이 그런 상태인데도 애들을 받은 업소가 문제지...이 정도면 최소한 처음부터 애들은 받지 말아야 합니다. 정말 이거는 그냥 별로다 정도가 아니고, 피해자가 된 기분이예요. 저는 정말 1박도 너무 힘들었습니다. 아 그리고 방 정말 너무 추워요. 다른 난방기구가 없이 온돌식 방이면 바닥이 따듯해야죠ㅠ_ㅠ 그리고 화장실 이쁜 미닫이문.. 문틈이 1cm씩 사방으로 떠있어서 가족이든 형제자매든 남친이든 여친이든 일행 있으면 큰볼일 못봅니다 ㅋㅋ 소리는 둘째치고 냄새 어떻게 하나요. 저희는 계속 1층 카페 화장실 이용했습니다. 이쁜게 다는 아닙니다."
1442,백희 게스트하우스,4.0,"특실이라 기대했는데....엄청 추웠습니다. 전기장판에 의존해야했었으며 위풍이 너무 세서 코가 어는줄 알았습니다. 사진상엔 마치 콘도처럼 되어 있던데 가보니, 컵하나도 없이 그냥, 사용불가였죠. 물은 당연히 못 끓입니다. 조식포함이라 해서 조식을 7시에서 9시 사이로 알았건만. 10시에 체크아웃하고 토스트랍니다..........조식포함이라고 하는것은 명백히 잘못입니다."
1443,백희 게스트하우스,8.0,하지만 3명이라면 추천하고 싶지않다.. 3인실로 예약했는데 그게 3명이 자기에 충분한 사이즈가 아니라 2인실에 밑에 이불하나 더 깔아주는거라 정말 여행용 가방 놓을 자리도 없고 겨우 가방놓고나니 앉아있을 자리도 없어 다 침대나 요위에서만 있어야했다.. 문 딱열면 바로 방이라 신발 놓을곳도없다는사실.. 그냥 방안에 올려놔야했다. 소음은 없이 조용했고 1층 카페에서 주는 커피를 마시며 여유있게 보낸 시간은 참 좋았다.무엇보다 전주에서 함박눈이 왔을때 묵었기에 더 예쁜 기억이 있는곳~ 3명이 간다면 추천하고 싶지 않지만 2명이라면 혹은 혼자라면 강추!!
1444,백희 게스트하우스,10.0,객실은 한국적인풍으로 인테리어가 고급지고 일층 갤러리커피숍도 아트적으로 세련되었습니다 깔끔하고 깨끗하며 직원분이 너무 친절하고 웰컴차 및 차이용 티켓이 저에게는 감동 이였습니다 저는 세명이 이용했는데 좀 좁더라고요 둘이 이용하기에 딱이듯 싶어요 친절했던 직원분에게 고맙다고 전하고 싶네요 또 방문할께요
1445,백희 게스트하우스,10.0,사장님도 엄청 친절하시고 타 숙박시설과는 다르게 미술관도 함께 운영되고 있어 무엇보다 힐링되는 숙소입니다. 강추입니다
1446,백희 게스트하우스,8.0,친구들과 즐겁고 편안한 여행됐어요 좋은추억이 될거예요ㅎ ㅎ 여러분들에게도 추천하고 싶네용
1447,백희 게스트하우스,10.0,미술관겸 카페를 1층에서 해서 밤에 쉬기도 좋구 분위기 짱좋아요 조식 빵과 음료도 맘껏~~~커피 음료 1잔씩먹을수있는 카페쿠폰도 주고~짐보관도 돼요
1448,백희 게스트하우스,6.0,"인테리어 이쁘고 건물 이쁘고 좋습니다 까페 무료이용권도 주시고, 웰컴 드링크에 설명도 친절 하셨구요- 홈페이지에서 분명 2인기준 방으로 기재 되어있어서 갔더니 1인실이고 최대 2인 이라고 하시더라구요 뭐 게스트 하우스가 거의 다 그러니까 기분 좋게 들어갔습니다. 다시한번 말씀 드리지만 직원분들이 너무 친절 했습니다. 그부분 너무 감사 드리구요 근데 방 청결에는 살짝 놀란 부분이 있습니다 일단 화장실에는 저희가 쓰기 전 손님들이 쓰셨던 일회용 샴푸 껍질, 그리고 화장실 바닥에 머리카락 및 휴지조각 들이 좀 있었어요...화장실 청소는 따로 안하시나..? 하고 방에서 이불을 덮으려고 보니까 깔고 자는 이불쪽에 갈색 얼룩이 있더라구요... 물론 빨아도 안지워 졌던거겠지 하며 모른척 지냈지만 찜찜 했던것도 있습니당 .. 2박하고 중간에 청소 없어도 된다고 말씀 드렸었는데 살짝 후회 되는 순간 이었습니다 그런데; 또 청소 하신 냄새(?)가 엄청나서 저녁에 방에 앉아있는데 어질한 지경이었어요..... 집에 옷을 가지고 와서 거는데도 계속 그 청소 냄새(?) 가 진~~하게 남아있더라구요.. 무슨 청소 냄새 인지는 모르겠지만 조금만 더 신경을 써주신다면 감사하겠습니다 마지막으로 직원분들은 정말이지 너무 친절해서 기분도 너무 좋고 감사하다는 말씀을 꼭 드리고 싶어요"
1449,백희 게스트하우스,10.0,Property was located in a very accessible location. Property was clean and well maintained.
1450,백희 게스트하우스,10.0,"I was looking for a compromise between a hotel and a hanok guesthouse. This fit the bill for us, but it won't be for everyone. I knew when booking our room would be cozy, and we were only there for 2 nights. Do your research if you require a large room, which is avaiable at this guesthouse. The staff were lovely. The breakfast was simple, but good. If you are like us and in Jeonju for the food, a simple breakfast was all you wanted anyway. The location was right on the edge of the hanok village. Perfect for us. It was also within walking distance of a few other sites and catching a bus nearby was also easy. I would stay again."
1451,백희 게스트하우스,10.0,"Place was special that it was above a very cute gallery cafe, place was clean, spot was away from the busy area to avoid noise but right by the tourist area to walk right over in few minutes. I had a very pleasant time! Will definitely go back! 💝"
1452,백희 게스트하우스,10.0,"The design of the guesthouse, located in an Art gallery, is quite unique. The place is pleasant to stay and, last but not least, the host is extremely nice and full of attentions."
1453,백희 게스트하우스,6.0,"The location is great. Love the art space. Walls are thin echo chambers haha. Very basic accommodations in room. Definitely a place to crash and regroup during a trip to Jeonju. Don't the place, if you like to chill in your room for long periods."
1454,백희 게스트하우스,10.0,The interior design is lovely. Very strategically located where all the attractions are within walking distance. The staff was ever so helpful and friendly. A bit difficult to find at first. The one futon room was small but has everything one need.
1455,백희 게스트하우스,8.0,Good location just outside the Hanok village. Courteous and considerate staff
1456,백희 게스트하우스,10.0,"The hosts were extremely friendly and kind. They were very attentive and responsive to our questions, requests and needs. The ambience of the guesthouse is very pleasant as well and it was very cosy. The room was very comfortable with a very nice heated floor (for the cold weather) as well as the aircon. The cafe at the ground floor is also very nice place to chill. There is a water dispenser, kettle, microwave and refrigerator for guests to use. The guesthouse is also very accessible and conveniently located near the various attractions. It is just behind gyeonggijeon shrine and can be found easily. Highly recommended stay in jeonju and will definitely choose to be back again."
1457,백희 게스트하우스,8.0,"Quiet and comfortable accommodation right next to the hanok village. We were provided with free drink coupons that were redeemable at the downstairs cafe, which was lovely. The one minor issue was that there was no washing machine that guests could use."
1458,전주 한옥마을 하늘애,8.0,"방은 좀 작지만 따뜻하고 밤에 조용하고 시골집 느낌에 좋았습니다. 주변에 맛집도 많고 치킨배달도 좋았습니다. 화장실에 샤워공간이 좁은편 입니다. 공영주차장이 가까워서 좋았고, 대체로 하루밤 보내기는 괜찮은 곳 이라고 생각합니다."
1459,전주 한옥마을 하늘애,8.0,숙소 깔끔하고 한옥마을 내에 위치하며 짐 풀고 놀기에 위치는 괜찮았어요. 주인분이 돌아다닐 만한 곳을 지도에 추천해주셔서 좋았습니다. 다락방에 창이 있어 누워서 창밖을 볼 수 있어 좋았는데 아침에 햇빛이 많이 들어와서 일찍 깼네요. 창문이 없어 답답한 느낌이 들어 아쉬웠어요. 쥬스랑 빵이 제공되어 좋았고 공용공간이지만 매우 깔끔해서 좋았습니다~
1460,전주 한옥마을 하늘애,10.0,복층에 올라가는 사다리가 조금 무서웠던 거 빼고는 직원분도 친절하고 깨끗하고 생각보다 방음도 잘 되고 전반적으로 너무 좋았습니다.
1461,전주 한옥마을 하늘애,8.0,작은방 예약했는데요 깔끔하고 둘이 자기 딱 좋았어요 뜨끈뜨끈하고 두번째 방문인데 다음에 또 방문할 의향 있습니다.
1462,전주 한옥마을 하늘애,8.0,대체로 만족스럽습니다. 깔끔하고 주인분도 친절하구요. 다만 한옥 특성상 방음이 안 되는게 흠이긴 한데 그건 어쩔 수 없는 부분이지만 개인적으론 괜찮은 정도입니다.
1463,전주 한옥마을 하늘애,8.0,방이 깨끗하고 직원이 친절하다. It was a pleasant stay there particularly it is close to the tourist sport Korean traditional village (한옥마을)
1464,전주 한옥마을 하늘애,8.0,
1465,전주 한옥마을 하늘애,8.0,
1466,전주 한옥마을 하늘애,10.0,
1467,전주 한옥마을 하늘애,8.0,
1468,전주 한옥마을 하늘애,8.0,
1469,전주 한옥마을 하늘애,8.0,
1470,전주 한옥마을 하늘애,10.0,
1471,전주 한옥마을 귀거래사,10.0,한옥스테이 처음인데 너무 경치며 시설이며 서비스며 모두 만족하여 참 좋은 경험을 하였네요. 귀거래사 묶으면서 가을 전주여행을 또 계획했답니다^^
1472,전주 한옥마을 귀거래사,10.0,사장님이 너무 친절하세요! 거리도 한옥마을내에 있어서 좋았고 가격도 저렴해서 아주 좋았습니다~
1473,전주 한옥마을 귀거래사,10.0,조용하고 편안하게 쉬다왔네요.
1474,전주 한옥마을 귀거래사,8.0,"한옥마을 안쪽에 위치해 있고, 주변은 굉장히 조용합니다. 남자친구와 놀러갔었는데, 두명이 눕기에 딱 좋았어요. 다만 수건이 더러워서.... (아마 빨래 건조대가 더러웠던지 빨래 건조대에 널린 자국 그대로 더러운 먼지가 묻은거 같더라구요) 그치만 저희는 크게 신경쓰지 않고 썼습니다. 예민하신 분은 실망하실꺼 같고, 저렴하게 숙박만 하실꺼면 나쁘지 않아요."
1475,전주 한옥마을 귀거래사,10.0,쪼아요 한옥마을내에 있지만 복잡한곳ㅇ 아니라 조용하고 너무 만족해요 깨끗하구 좋아요 다만 수건이 4개인건 조은데 정말 얇아요 ㅎㅎ 목욕탕에서 주는 수건같은 정말 얇아서 머리긴 여자분들은 수건 하나 챙기시는걸 추천해요 ㅎㅎ 다음에 또 묵을 정도로 만족합니다
1476,전주 한옥마을 귀거래사,10.0,"입구에 하수구가 있어 그런지 냄새가 좀 났지만, 추운날씨에도 방은 지글지글 끓어 아주 좋았어요. 한옥마을과 오목대도 아주 가까워서 이동에도 원활하고 좋아요. 호스트분 친절하시고, 조식도 생각도 못했는데 아쥬 좋았어요"
1477,전주 한옥마을 귀거래사,10.0,방 크기는 약간 작지만 가격이 저렴하고 친절했음. 아침에 식빵과 음료 등을 제공해줘서 좋았음. 방 바닥이 따뜻했다. 위치는 향교 인근.
1478,전주 한옥마을 귀거래사,10.0,겨울철 가족여행 일찍 해가져서 거리가 매우 추웠는데 숙소에 들어오니 너무너무 따뜻했어요..자면서 피로가 확 풀리는 기분이에요
1479,전주 한옥마을 귀거래사,6.0,머물만한 정도이며. 방안 온도를 직접 컨트롤 할 수 없었는 것이 아 쉬웠다
1480,전주 한옥마을 귀거래사,10.0,정말로 좋아요. 꼭 다시 가겠습니다.감사합니다. 사장님.
1481,전주 한옥마을 귀거래사,10.0,방은 생각보다 넓었습니다. 수압도 좋았고 간단히 아침식사 마련(식빵과 음료)를 할 수 있어서 좋았어요. 주차장은 걸어서 6-7분이지만 나쁘지 않았오요. 태풍 오는날이었지만 그렇게 멀다는 느낌도 없었습니다. 다음번에도 이용하고싶어요^^
1482,전주 한옥마을 귀거래사,6.0,"<주차장> 주변 숙소랑 같이 쓰는 것 같더라구요 협소한편이라 유형문화제 주차장을 쓴다 생각하고 오는게 마음 편하실것 같고, 그 주차장에서는 걸어서 7-10분 정도 걸리는 것 같아요. 저는 부모님이랑 간거라 짐이 좀 많아서 더웠는데 짐 많이 없으시면 괜찮을 거에요 <시설> 마당은 작구요 커플분들이나 젊은 친구들끼리 오면 좋을 것 같아요 한옥특성상 4인이상 가족이나 아기가 있으면 한옥특성상 방크기도 그렇고 조심할 부분이 많아서 불편할 수도 있을 것 같네요 냉장고는 없고 복도에 정수기 있어요. 에어컨 있습니다 <조식> 조식은 빵이랑 바나나 음료수 초코파이 나옵니다 방 사이 공동탁자에 진열되어있는데 인당 1개씩 먹을수 있는 정도로 두시는 것 같아요 모자라면 더 주시는지는 모르겠네요.. 참고로 한옥마을 저녁되면 거의 상점 문닫아요 낮에 많이 둘러보세요~~"
1483,전주 한옥마을 귀거래사,10.0,"급하게 골라서 갔는데 아이포함 다섯가족 머물기에 너무 좋았어요 한옥마을 중심은 아니지만 크게 멀지 않고 조용했고 깨끗했고요, 아침에 토스트랑 커피, 과일도 맛있게 먹었네요ㅎ 한가지 아쉬운점은 수건이 조금 낡아서 너무 얇더라구요 조금 도톰한 새수건으로 교체되면 더 바랄게 없을 듯 합니다^^"
1484,전주 한옥마을 귀거래사,10.0,아주 마음 편하게 푹 쉬고 갈 수 있도록 한국에 방문해서 엄마랑 아이 둘과 여행하면서 하룻밤 묵었어요. 관리자님의 배려가 감사했습니다. 짐도 미리 맡겨주고 떠나는 날 나중까지 맡겨주셨어요. 한옥마을 설명도 친절히해주셨네요. 가옥 자체의 품격이 높아서인지 문닫고 열때 나는 나무 부딪히는 소리 자체가 힐링이었어요. 공기도 상쾌하고 이런 집에서 살고 싶네요. 한가지 아쉬운 점은 아침 식사에 따듯한 커피나 차가 없어서 주신 토스트랑 곁들였으면 좋았을걸 아쉬웠어요. 장소도 한옥마을 끝 동네이고 오목대 근처라 푸른 언덕과 나무 경치가 좋았답니다. 감사해요.
1485,전주 한옥마을 귀거래사,8.0,체크인전 짐 보관해주셔서 한옥마을 한복체험 잘했어요.단체손님을 받아 미리 죄송하다고 젊은사장님배려심 깊더라구요.
1486,전주 한옥마을 귀거래사,10.0,"The building is beautiful and located in a quiet, peaceful corner of the hanok village. There is a simple breakfast of toast, fruit, and juice everyday that we enjoyed very much. The young man that worked there was so thoughtful, helpful, and considerate. Lovely place to stay."
1487,전주 한옥마을 귀거래사,8.0,オンドルが熱すぎた。フロントの方がとても親切で、感じも良かった。防音設備が不十分で、私達の声が大きくて、隣に迷惑をかけたのですが、隣の方のトイレの音も大きくて、夜中は何度も音で目が覚めた
1488,전주 한옥마을 귀거래사,6.0,全体的にはよかったです。ただその日はとても暑い日だったのでエアコンをつける様な日でしたが チェックイン後荷物を部屋に置き、街の散策に出かけ夕食を取り部屋に帰るとオンドルが入っていて部屋がとても暑かったです。 4人で宿泊だったのでシングルの布団を4枚と指定し予約しましたがダブルの布団2枚にシングルの布団1枚でした。シングル4枚にして欲しいと言いましたができないとのことでとても寝づらかったです。そこが残念でした。
1489,전주 한옥마을 귀거래사,8.0,韓国の民家に泊まることができてよかった。冬だとオンドルの暖かさを感じらられて、もっとよいと思います。簡易朝食の提供時刻が遅く、韓屋村以外への行動には、不便でした。
1490,전주 한옥마을 귀거래사,10.0,
1491,전주 한옥마을 귀거래사,10.0,
1492,전주 한옥마을 귀거래사,10.0,
1493,전주 한옥마을 귀거래사,10.0,
1494,전주 한옥마을 귀거래사,8.0,
1495,전주 한옥마을 귀거래사,10.0,
1496,전주 한옥마을 귀거래사,10.0,
1497,전주 한옥마을 귀거래사,8.0,
1498,전주 한옥마을 귀거래사,8.0,
1499,전주 한옥마을 귀거래사,4.0,
1500,이가한옥,8.0,큰길 옆에 있어 다소 시끄러웠지만 깨끗하고 좋았습니다.
1501,이가한옥,6.0,방과 건물은 깨끗. 화장실은 별로 타객실 소음 심함(방음 X)
1502,이가한옥,6.0,꿉꿉한 냄새랑 방음이 안되는거 빼고는 좋았습니다~ 한옥마을이랑 가까워요
1503,이가한옥,8.0,엄마가 친구들과 가셨는데 깨끗하고 좋다고 하시네요.
1504,이가한옥,8.0,방은 사진으로 보기보다 좁았어요 그래도 1층에는 방마다 작은 마루도 있고 화장실 깨끗하고 콘센트 넉넉해요~ 주차장이 좁고 / 방음이 약해서 위층으로 올라가는 계단 발소리가 쿵쿵쿵 울리는건 조금 단점이에요 ㅜ 그래도 사장님이 무척 친절하셔서 저희 가족은 만족하고 묵었어요~~
