,호텔이름,평점,후기
1310,속초 엔게스트하우스,4.0,"The hostel is nice, location is convenient (close to bus terminal), common area/kitchen is friendly. A good hostel but the rooms don't have lookers and for me this is a import must have therefore the low rating"
1311,속초 엔게스트하우스,8.0,"Agréable séjour dans cette guesthouse, très bon accueil, cuisine très bien équipée, petit déjeuner bon et complet, un bémol pour la chambre qui manque vraiment de commodité il n'y a ni étagère ni tablette dans la salle de bain on ne sait où poser ses affaires"
1312,속초 엔게스트하우스,10.0,"Rien à dire tout était parfait, un couple adorable et très convivial toujours prêt à discuter ou à rendre le séjour le plus agréable possible. Je recommande chaudement vous ne serez pas déçu !"
1313,속초 엔게스트하우스,8.0,民宿老板娘很隨和，精通多國語言包括普通話及英語，推薦我們一些景點，教我們往吃又平又靚的帝后蟹，還替我們訂車票。民宿乾淨舒適，往一些景點的巴士站就在附近(約數分鐘步程)。 有一些景點如阿爸村，束草燈塔就在附近，行路可到達呢？
1314,속초 엔게스트하우스,10.0,Excellent owner. Will book here again if I stay in Sokcho next time. Don't miss here if you would like to communicate with Korean. Owner can speak English and Mandarin. She has a great passion to treat her guests. Guesthouse with love ^^
1315,속초 엔게스트하우스,8.0,ห้องพักเตียงคู่ เตียงมีขนาดเล็กมาก พัก 2 คนไม่ได้ ยกเว้นว่าเป็นไซร์ s ทั้ง 2 คน แนะนำเป็นห้องเตียงเดี่ยวจะพักสบายกว่ามาก ลิฟต์ขึ้นได้แค่ชั้น 2 เท่านั้น หากพักชั้น 3 ต้องขึ้นบันไดต่อ แต่ขาลงใช้ลิฟต์ได้ ที่พักห่างจากสถานีรถบัสประมาณ 800 ม.
1316,속초 엔게스트하우스,8.0,
1317,더클래스300 콘도,8.0,숙소도 깨끗하고 전망도 나쁘지 않았습니다. 다만 수건이 조금 부족했고요. 트리오에서는 장난안치고 무슨 시체 썩는 듯한 냄새가 납니다...
1318,더클래스300 콘도,8.0,
1319,더클래스300 콘도,4.0,새벽 2시경 화재경보가 울리는 바람에 많은 사람들이 밖으로 대피하였는데 알고보니 오작동이였다합니다. 하지만 아무런 방송도 특별한 조치도 사과도 없었습니다.. 콘도 밖에서 많은 사람들이 기다리고 있는데 관리인 한명 나와보지 않다니... 그리고 화장실 변기와 세면대에 머리카락이 있어서 불쾌했습니다.. 예약전 많은 블로그 후기에서도 비슷한 경험을 들었긴했는데 .. 역시나였네요. 조식은 나름 만족스러웠습니다. 위치도 괜찮았습니다.. 그냥 큰기대 없이 하룻밤 머무를만합니다.
1320,더클래스300 콘도,8.0,"가성비좋아요♡위치도 굉장히 좋고 아바이마을, 설악산, 속초해수욕장, 중앙시장 접근성 굉장히 좋아요! 객실내부 낡은부분이있긴하지만 콘도라 있을거다있고 하루 4명 가족이 편히 쉬다오기에 좋았습니다^^"
1321,더클래스300 콘도,8.0,프론트 산만합니다.불친절합니다.표정으로 많은 이야기를 합니다.룸은 깨끗하지만 콘도 예약시 입출구가 많이 불편합니다.가격 저렴할때가 아니면 좀 애매합니다.
1322,더클래스300 콘도,10.0,좋아요 좋아요 좋아요
1323,더클래스300 콘도,8.0,가성비 좋고 가족들과 함께하기 편한 콘도였습니다~!
1324,더클래스300 콘도,4.0,체크인하고 콘도 출입 불편하고 청소상태 안좋아서 들어가자마자 바닥에 모래 먼지등 밟히는거 기분 안좋았음 수건도 얼룩이 그대로 있어음
1325,더클래스300 콘도,8.0,가격대비 만족해요 전자렌지나 이런비품들이 유용하고 온돌식 바닥이라 아이와 함께 지내기 편했어요. 단지 청소상탠 감안해야해요.. 구석구석 먼지와 머리카락... 시트의 얼룩? 머리카락? 그냥 눈감고 하루 이틀 묵을만 해요
1326,더클래스300 콘도,10.0,깨끗하고 좋았습니다. 가성비 갑이네요.
1327,더클래스300 콘도,8.0,"대체로 만족했습니다. 아쉬운 부분이 조금 있어요. 1. 화장실 바닥이 무언가를 발라놓았는지 꽤나 미끄러웠어요. 물기가 더해지니 더 미끄러웠구요. 2. 침대는 냄새가 나거나 하지 않았는데, 온돌방 이불은 좀 냄새가 났어요. 그리고 온돌방 까는 이불이 얇아서 여벌 이불이 있었으면 좋겠어요."
1328,더클래스300 콘도,8.0,
1329,더클래스300 콘도,10.0,다른 평들때문에 위생걱정을 했었는데 방 자체는 깨끗하고 좋았습니다
1330,더클래스300 콘도,8.0,"위치, 편의성 모두 좋았어요."
1331,더클래스300 콘도,8.0,객실이 지저분하고 변기가 막혔더라고요. 객실 변경을 요청해서 바꿔주셨는데 바뀐 객실은 매우 깨끗했습니다. 바뀐 객실은 매우 만족합니다.
1332,더클래스300 콘도,10.0,대체로 만족 호텔 입구에서 리조트 입구는 한참 걸어갑니다
1333,더클래스300 콘도,8.0,가격 대비는 괜찮습니다. 다만 시설이 아주 좋다거나 하지는 않아요. 콘도(호텔은 옆에 큰 규모이고)이기 때문에 이 가격에 딱 그정도 까지만 입니다.
1334,더클래스300 콘도,6.0,"곰팡이 가득한 화장실 실내화에 깜짝 놀라고, 베개에 머리카락, 화장실 줄눈은 누렇고 그외에는 노후되서 그런거 같아요. 가성비 좋다 해서 갔지만, 다신 가고 싶지 않네요 다른방은 어떤지 모르겠지만 온돌방 525호였어요."
1335,더클래스300 콘도,4.0,"좋지 않은 후기들이 많아서 우려했는데, 너무 열악합니다. 옆방소리도 다 들리고, 시설 보수도 잘 안되어 있고, 청소라도 잘 되어 있으면 좋을텐데..너무 아쉽네요"
1336,더클래스300 콘도,8.0,가족여행으로 콘도를 이용했는데 시설은 비교적 만족스럽지만 침구류의 청결상태가 좀 떨어지네요. 그랻& 뭐 저렴한 가격에 잘 지내고 갑니다.
1337,더클래스300 콘도,8.0,아주 만족스럽지는 않았지만 그런대로 만족스러웠습니다. 창문 커턴이 조금 낡아서 창문을 여닫는데 불편한 점이 있었습니다.
1338,더클래스300 콘도,8.0,"콘도동에서 머물렀는데 만족도가 애매해요 호텔이라고 했지만 친절도나 청결도는 그다지 만족스럽진 않았지만,"
1339,더클래스300 콘도,6.0,직원들이 친절하고 시설들은 나쁘지 않은데 청소가 깨끗하게 되어 있지 않고 침구 상태도 기대 이하였습니다. 적어도 침구 커버는 좀 더 신경썼으면 하네요
1340,더클래스300 콘도,2.0,침구 상태 별로 다른 고객이 한번 이상 사용한것으로 보임 추워서 혼났음
1341,더클래스300 콘도,8.0,평범한듯했네요 룸의상태는요 호텔직원은친절했고요
1342,더클래스300 콘도,8.0,방 사이즈는 적아하지만 샤워부스는 너무 작아요
1343,더클래스300 콘도,8.0,합리적인 가격에 가족들과 즐거운 추억을 만들었어요!
1344,더클래스300 콘도,2.0,클래스300호텔과 콘도 두가지타입중 콘도 2박했는데 아무리 콘도라지만 투숙객 퇴실후 기본적인 청소는 해야지요. 특히나 덮고자는 이불은 최악이었습니다. 이불에 덕지덕지 붙어있는 각종 체모들 이건 뭐라 설명이 안되네요. 도저히 덮을수 없어서 한번씩 털어내고 일일히 떼어내고. 군에간 아들 퇴소식이라 일부러 2박을 예약했는데 다시는 가고싶지 않은 숙박업소네요.
1345,더클래스300 콘도,4.0,"위치좋고 직원분들 친절. 콘도 위치가 복잡하다했으나 주차장쪽 쪽문을 이용하면 체크인때 빼곤 불편함 전혀 없었음. 다만 청결도가 꽝이었음. 데크타일 사이즈가 안맞아 엉망진창인 방 바닥과 찢어지고 더러운 벽지, 설거지를 하다가 만 수저와 젓가락. 일부러 콘도로 예약했으나 이럴거면 일회용 수저,젓가락들고 호텔갈걸 했음. 금액대비 괜찮다는 평을 보고 했는데 이 금액으로 다른 괜찮은곳 더 있음. 다음부터는 방문하지 않을것임"
1346,더클래스300 콘도,8.0,생각보다 깨끗했고 넓었습니다 가족여행에 적합했고 바닷가가 가까워서 좋았습니다
1347,더클래스300 콘도,10.0,"번개 여행이었는데, 숙소 괘안았어요``^^"
1348,더클래스300 콘도,6.0,숙소 벽지나 에어컨바깥쪽 실리콘도 떼어진 곳도 보이고... 그리 오래된 것 같진 않은데도 낡은 느낌. 직원은 그리 친절한 태도는 아니었습니다. 웃음끼도 없고...
1349,더클래스300 콘도,4.0,체크인아웃을 옆건물 호텔에서 하는데 건물을 나갔다 다시 들어가야 하는게 너무 불편했습니다.
1350,더클래스300 콘도,8.0,숙소 깨끗하고 좋았습니다. 다만 너무 숙소가 건조해서 잠 잘 때 조금 답답했습니다 .
1351,더클래스300 콘도,10.0,만족합니다
1352,더클래스300 콘도,8.0,호텔보다는 전체적인 관리는 안되어있는 느낌 그렇다고 지져분하거나 그렇진 않음
1353,더클래스300 콘도,2.0,"다른건 모르겠으나, 조식은 정말 최악 임. 성인 2명에 7살 아이 셋이 부담한 비용이 약 5만원 가량이였고, 퀄리티는 백반5천원 짜리 보다 못함. 차라리 근처 아침식사 하는 아무 식당이나 갈걸 하는 생각 임. 조식은 절대 추가비용내고 이용하지 마시기 바랍니다. 모텔에서 몇가지 서비스식으로 나오는 조식보다 못합니다.호텔스 닷컴 리뷰이벤트를 이렇게 열심히 쓰는것도 처음이고 악플을 쓰는것도 처음입니다."
1354,더클래스300 콘도,10.0,좋아서 자주 들리는 곳입니다. 4번째^^
1355,더클래스300 콘도,4.0,처음에 15층 숙박했는데 블라인드 뜯어져있어서 가림막의 기능을 상실하였고 벽지도 군데군데 찍혀있고 바닥도 들떠있고 그래도 연말에 이 가격에 이정도면 만족스럽다 싶었는데 바퀴벌레 나왔어요 바퀴벌레 나왔다는 후기는 없어서 안심했는데 프론트 전화해서 말했더니 직원 불러준다고했는데 10분이 지나도 안오셔서 다시 전화걸고 한 15분은 지나서 오셔서 방 바꿔주셨음 직원분들은 너무 친절하셨음 벌레나왔다는 얘기 듣자마자 죄송하다고 사과부터 하시고 올라오신 직원분도 친절하게 안내해주셨음 다행인게 옮긴방은 아주 깨끗했음 룸마다 컨디션차이가 커보였음
1356,더클래스300 콘도,8.0,생각보다좋았습니다 단 바스타올이있었음하는인쉬움 이있었습니다 기존타올도 좀헐은듯싶었던점이아쉬었네요
1357,더클래스300 콘도,10.0,넓고 좋았습니다
1358,더클래스300 콘도,4.0,주변 놀거리 시내나 기타 항구까지의 거리 등 실속이 없는것 같다 차라리 항구 근처 모텔이ᆢ 얼리 채크인 3-40분도 얀되었고 시스템이 너무느리며 분영 호텔을 예약했는데 리조트방을 주었네요 무엇보다도 미니스톱은 엘리베이터 연결이 안되었으며 이불 및 방 욕실의 청소 상태가 별로였다 한마디로 생각 미스였다
1359,더클래스300 콘도,10.0,깨끗하고 편안한 숙박이 되었어요
1360,더클래스300 콘도,8.0,후기가 별로 안좋아서 걱정하고 갔는데 의외로 깨끗하고 좋았어요! 비수기에 주중이라 그런지 조용하고 제일 꼭대기층 받았는데 전망도 좋았어요^^ 밤에 체크인해서 잘 몰랐는데 아침에 눈떠보니 설악산 전경이 침대에서 쫙 보이는게 환상이더라구요 ㅎㅎ 재방문 의사 있습니다.
1361,더클래스300 콘도,8.0,대포항 속초 시내 등 모든 곳을 이용하고자 한다면 아주 편리한듯합다
1362,더클래스300 콘도,8.0,객실이깔끔하고 청소상태도 좋았습니다
1363,더클래스300 콘도,6.0,체크인하고 펜션까지 옆건물로 삥돌아서 나가서 들어가야하네요 불편했어요 펜션은 전반적으로 깔끔했으나 해바라기샤워기엔 녹이 슬어있어 보기좋지않았어요 난방은 잘되어 따뜻했구요 오션뷰였으나 바로앞에 큰 빌딩이 생겨 공사중이라 별로예요
1364,더클래스300 콘도,8.0,바다가 생각보다 가까워요 걸어서 진짜 10분 안걸린듯 근데 그거에 대한 얘기가 없어서 모르고 있었는데 바다에서 걸어오다가 어디지 했는데 숙소였어요 ㅎㅎㅎㅎ 가족이랑 잘 놀았어요 ㅋㅋ
1365,더클래스300 콘도,8.0,뷰가 훌륭했어요! 아침에 보이는 바다가 멋졌습니다 바닷가가 가까워서 좋았구요 전기포트 내부가 좀 지저분했고 침대 근처 전기 코드가 한개라 불편했네요
1366,더클래스300 콘도,6.0,콘도식이라 청소는 안되고 타올교체만 가능함 누수와 설비이상을 피드백을 통해 개선조치함
1367,스위트호텔 낙산,10.0,"가족과 함께한 여행이었는데,깨끗하고,바로 앞 바다뷰가 너무 좋았습니다.다음에도 이용할거예요."
1368,스위트호텔 낙산,8.0,위치가 좋고 방에서 보는 뷰가 너무 좋았습니다. 시설도 생각보다 오래되지 않고 좋았습니다. 다만 청소상태가 불량했습니다. 어두웠을때는 몰랐는데 밝을때 보니 옺장 앞에 먼지가 너무 많아서 깜짝 놀랐습니다. 청결하게 유지 해 주시면 아주 좋은 호텔이 될 것 같습니다.
1369,스위트호텔 낙산,8.0,포근하고 안락하고 좋았어요~~ 직원분들고 친절하셨고 방도 사진대로 이쁘고 뷰는 아쉬웠지만 잘 지내다 왔습니다 다만 방바닥에 먼지가 밟히고 해서 조금 덜 깨끗했던 점은 아쉬웠어요
1370,스위트호텔 낙산,10.0,낙산해수욕장 바로 앞에 있어서 너무 좋았고 바다뷰전망이 아주 끝내줬습니다. 객실도 깨끗했고 직원들도 친철했으며 다만 추가 생수는 사서 먹거나 아니면 1층 로비 정수기에서 떠다 먹어야 되는게 조금 불편한 정도...
1371,스위트호텔 낙산,8.0,숙소가 넓고 깨끗하고 뷰도 좋앗습니다
1372,스위트호텔 낙산,4.0,가격대비 정말 별로
1373,스위트호텔 낙산,10.0,바다가 바로앞 아이들과 잘 지내고왔습니다. 욕조가 있어서 좋았습니다
1374,스위트호텔 낙산,8.0,깨끗하고 복층이라 아이가 좋아했어요 다만 추가로 준 요가 너무 얇아 허리가 아팠어요
1375,스위트호텔 낙산,10.0,오래된 호텔이긴하나 관리 상태가 좋고 청결해서 좋았슥니다.
1376,스위트호텔 낙산,4.0,
1377,스위트호텔 낙산,8.0,낙산해수욕장 뷰가 좋았음.
1378,스위트호텔 낙산,10.0,깨끗하고 현대적입니다. 방도 생각보다 넓네요 잘 쉬었습니다.
1379,스위트호텔 낙산,10.0,"오랜만에 떠난 가족여행에서 편안함을 얻고 갑니다 오랜만에 가족여행, 대학교 다니는 애들 2명이 있어 방 하나에 넓은 침대 2개 정도는 꼭 필요해서 여러군데 고민 끝에 여기로 결정했는데 너무 좋았습니다. 1. 호텔위치는 해변가 바로 앞으로 차도 건너면 바로 해송과 모래사장으로 가깝습니다. 덕분에 방안에서 해돋이를 오랜만에 볼 수 있어 좋았습니다. 2. 추가비용을 내더라도 오션뷰를 선택했는데 4층을 배정받았고 아침에 누워서 넓은 바다를 한눈에 볼 수 있습니다. 3. 도착전에 해피콜을 해주어서 좋았습니다. 몇시쯤 체크인이 되시는지 해피콜을 해주는 것은 호텔측이나 이용자 쪽이나 안심되는 것 같습니다. 4. 침대는 더블베드고 넓어서 성인4명이 자기 충분합니다. 침구 상태는 양호합니다. 5. 테라스 바로 앞에 있는데 앉아서 경치를 감상할 수 있도록 의자 2개를 배려해 두었네요. 6. 침대와 TV와 거리는 꽤 있습니다. 즉 중간 공간이 많이 있어서 답답하지 않은 객실이고 넓게 사용할 수 있어 너무 좋았습니다. 추가로 4명이 더 와서 자도 될 정도로.. 7. 전기플러그는 총 7군데 비어 있는 여유분이 있어서 4명의 휴대폰 충전이 편합니다. 8 와이파이는 별도 비번 없이 잡히는데 속도가 늦지는 않습니다. 9. 욕실은 넓고 깨끗합니다. 바닥은 대리석으로 좋고 욕조와 샤워부스가 각각 분리되어 있어 맘에 듬. 특히 욕조는 대형사이즈로 설치가 되어 178cm 신장의 내 몸을 충분히 담글 수 있고 샤워부스는 서서 씻기 공간이 넉넉함 변기에는 비데가 설치되어 있고 한가지 아쉽다면 변기 사이즈가 좀 작네요. 10. 욕실비품으로 치약이 없었던것이...별도 준비를 했기에 문제없이 양치질 할 수 있었고 수건은 기본적으로 작은 것 3개 샤워타올 1개로 샤워타올이 2개 정도 있어야 되지 않았을까 생각합니다. 11. 옷장에는 슬리퍼와 가운이 있어 이용할 수 있고 12. 냉장고는 소형이고 당연히 500ml 물 2병이 제공됩니다. 13. 서비스 커피믹스와 티 각각 2개씩, 커피는 커피빈 블랙 2포가 있는데 꽤 맛있었습니다. 14. 이 호텔이 낙산에 언제부터 있었는지 모르겠지만 건물이 그렇게 낡지 않고 엄청 세련된 것은 아니지만 깔끔합니다. 로비도 공간이 많이 있고 넓게 잘 되어 있습니다. 15. 주차장은 지하주차장에 주차하고 바로 엘리베이터로 올라갈 수 있고 바깥 도로변에 차를 델 수 있습니다."
1380,스위트호텔 낙산,6.0,약간 낡았으며 보일러는 빵빵해서 잘때 좀 더웠어요 바다뷰는 좋구요 작은 벌런들이 화장실이랑 방에 좀있더라구요
1381,스위트호텔 낙산,10.0,코로나로 인하여 고객이 적었던탓에 아주 조용하고 모든것이 만족스런 좋은 여행으로 만족합니다.
1382,스위트호텔 낙산,8.0,생각했던 것보다 너무나 맘에 들었던호텔 이었습니다. 오션뷰도 좋았고 주변에 먹을곳도 많고 특히 맘에 들은것은 룸이 넓어좋았습니다. 가격대비 룸 크기도 넓고 오션뷰에 따뜻함까지 최고였습니다. 아쉬운점은... 청소 청결상태가 조금 미흡했습니다. 보이는곳은 깨끗해 보이나... 테이블이나 협탁같은걸 조금만 움직이면 먼지많았고.. 수건또한 아쉬운 부분이었습니다. 하지만 가격대비 생각한다면.... 충분히 좋은 호텔이었습니다.
1383,스위트호텔 낙산,8.0,아주 고급은 아니지만 공간이 넓어서 여러명 혹은 가족여행으로 편히 잘 곳으로 아주 좋습니다. 다시 묵을 생각있습니다.
1384,스위트호텔 낙산,6.0,침대가 넘 딱딱했고 가격대비 별 메리트를 못느꼈고 부분바다전망이란 것은 발코니에 나가서 고개를 빼고 보면 바다가 보인다는 거라 비추합니다
1385,스위트호텔 낙산,8.0,"좌식테이블을 쓸 일이 있어 옮기는 순간, 테이블이 놓였던, 구석진 곳에 먼지가 눈에 띄게 있었습니다 보는순간 기분이 좋지 않았습니다. 전망은 좋았습니다 일출을 침대위에서 볼 수 있어서 ..."
1386,스위트호텔 낙산,10.0,낙산해변 멋진 뷰에 포근한 침구가 더해져 너무나도 만족스러운 숙소였습니다.
1387,스위트호텔 낙산,10.0,"넓고 깨끗해서 매우 만족합니다. 탁구장에서 아이들이 매우 즐겁게 잘 놀았고, 숙소 내부 시설도 만족합니다. 다시 오고 싶을 정도로 좋아요."
1388,스위트호텔 낙산,10.0,바닷가가 작은 도로를 사이에 두고 있어서 파도 치는 광경을 즐길 수 있었습니다. 난방이 따뜻했고 객실과 욕실이 넓고 샤워실과 욕조가 청결했습니다. 침대는 단단한 편이어서 호불호가 갈릴 수 있습니다. 지하 주차장은 넓지 않고 도로변 주차도 가능합니다. 탁구장은 천정이 높지 않았고 탁구대가 1대만 있습니다. 인근에 있는 식당들과 편의점을 이용할 수 있습니다.
1389,스위트호텔 낙산,8.0,"창문으로 보이는 바다뷰가 좋았고, 일출은 방에서 볼 수가 없고 바로 앞에 있는 해변으로 나가야 해요~ 깨끗하고 화장실이 커서 마음에 들었어요. 조용히 쉴수 있어 좋고, 다만 침대 매트리스가 많이 흔들렸어요~~"
1390,스위트호텔 낙산,6.0,2번째 이용 하는데 지난번 보다 방에서 냄새가 나서 별로 였습니다
1391,스위트호텔 낙산,10.0,바다 뷰 너무 좋았어요. 룸 컨디션도 좋았습니다. 조식 담백하고 맛있었어요~
1392,스위트호텔 낙산,10.0,바닥이 마루여서 좋았습니다.
1393,스위트호텔 낙산,10.0,바로 앞에 해변이라 해돋이 보기 좋았고요. 주변에 맛집도 많아서 편리하게 이용할 수 있었습니다. 방도 크고 욕실도 커서 만족스러웠습니다.
1394,스위트호텔 낙산,10.0,남자아이 둘이 있어서 듀플렉스룸으로 예약했는데 너무좋아하더라구요 쾌적하고 오션뷰도 너무좋았고 완전 강츄츄 :)
1395,스위트호텔 낙산,6.0,이불 한채 요청했더니 3만원이라고요??? 5성급호텔도 그 정도는 아니지요...3인 예약에 세금포함 11만원인데 이불 한채가 3만원...욕실 샤워연결부도 빠져서 물이 튀고...디테일에 문제가 많네요...
1396,스위트호텔 낙산,2.0,온돌방이 왜 온돌방인지 모르시는건지 거길택했을때는 따뜻한 온돌을 느끼구 싶어서였는데 미지근하구 추운데서 자구왔네요
1397,스위트호텔 낙산,8.0,깔끔하고 적당합니다
1398,스위트호텔 낙산,10.0,깨끘하고 위치도 좋고 매우 만족스러윘어요 다음에 또 이용할 생각입니
1399,스위트호텔 낙산,10.0,
1400,스위트호텔 낙산,6.0,재방문 의사는 없습니다^^;;
1401,스위트호텔 낙산,10.0,좋았어요!
1402,스위트호텔 낙산,6.0,"호텔내 편의시설-편의점, 수퍼, 외부 화장닐등이 없어서 조금 불편하다............."
1403,스위트호텔 낙산,10.0,"최고의 여행, 최고의 숙소 새벽 해돋이 보기 정말 좋은 호텔 앞 바닷가와 오션뷰 방은 잊을 수 없는 추억이 될것같습니다. 깔끔하고 정돈 잘 된 방에서 푹 쉬고 좋은 추억 만들어 갑니다"
1404,스위트호텔 낙산,10.0,화장실이 넓고 개끗했어요. 편안함에서 1을 뺀건 침대가 그다지 안락하지ㅜ않았어요. 주변엔 크게 볼거리가 없지만...전반적으로 나쁘지 않습니다.
1405,스위트호텔 낙산,10.0,"낙산 바닷가 바로 앞이고 객실이 바다 뷰라 풍경이 좋았고, 객실이 넓어서 아이들이 좋아했습니다. 발코니에 조명이 있어 아이들 재우고 아내와 발코니에서 바다를 바라보며 이런 저런 이야기들을 한 것은 잊을수가 없을것 같네요. 조식도 메뉴는 평범했으나 과일과 야채가 신선해서 맛이 좋았습니다. 내년 여름 휴가때 다시 방문할 계획입니다."
1406,스위트호텔 낙산,8.0,다른 호텔보다 넓어서 좋았습니다
1407,스위트호텔 낙산,4.0,성수기가 끝나서 그런건지 화장실 샤워실에 종류별로 머리카락이 샤워용품에 붙어있고 어매니티가 빚 하나 있던데 체크아웃할때 보니 청소카트 안에 칫솔도 보이고 다 있네요. 그래서 방에 어매니티가 없었다 프론트에 물어보니 원래 없다고 제공안한다 하는데 할인받고 저렴하게 온 숙박손님은 안주기로 한건지 너무 불쾌하네요 수건에 머리카락도 붙어있고 아무튼 별로네요
1408,스위트호텔 낙산,8.0,해변가 바로 앞이라 물놀이 후 복귀에 아주 편합니다. 숙소입구에 수압 쎈 발샤워기가 있어사 모래를 털기에 좋았어요. 객실도 매우 청결하고 넓습니다. 특히 화장실이 넓어요. 정면 바다 전망도 좋습니다. 아쉬운 점은 이곳에 2박3일 머물렀고 아무래도 물놀이 편하려고 이 숙소를 잡은 것이라 낮에 수영 후 수건을 더 요청했더니 청소시간에 교체해준다는 정형화된 답변만 돌아와서 줒은 수건을 또 사용할수 밖이 없었습니다.
1409,스위트호텔 낙산,10.0,"호텔을 나서면 바로 낙산해수욕장 백사장이 보일 정도로 가까워서 위치는 정말 최고였어요. 만약 가족들과 함께 조용히 여름휴가를 보내실 계획이라면 스위트호텔 낙산을 추천합니다. 당연히 재방문 의사있고요, 떠나면서 가족들과 다음에 다시 오자고 이구동성으로 얘기했어요^^"
1410,스위트호텔 낙산,8.0,전망.위치. 아무래도 바다 나가서 놀구 바로 뒤돌아 방에 들어올수있고~ 조금만 걸으면 먹거리들이 즐비하고... 방과 욕실이 넓어 좋더라구요^^ 다시 갈 의사 당연히 있구용~
1411,스위트호텔 낙산,10.0,바다 바로 앞에 있고 직원분도 친절하시고 룸컨디션도 좋았습니다 다만 한가지 커텐을 바꾸면 좀 더 깔끔하고 멋질거라고 생각됩니다.
1412,스위트호텔 낙산,8.0,저희가 선택한 숙소는 바다가 완전보이지는 않았지만 나쁘지않은 위치와 뷰를 가지고 있었고 숙소가 잘 관리되고있다는 느낌을 받았습니다
1413,스위트호텔 낙산,8.0,많은 후기에서 그렇듯이 외관은 정말... 그근처에 모텔급 숙소들이랑 나란히 붙어있는데호텔아닌줄알았어요. 하지만 내부 및 객실은 매우 깨끗했습니다. 일찍 체크인을해서 그런지 제일 바깥쪽 오션뷰제일 좋은방!!! (410였던듯)으로 배정해주셔서 정말 감사했어요. 근데 옆에 한 4개정도 다른 객실은 측면오션뷰라고 말하기에도 아주아주 턱없이 부족한 구린뷰에요. 침구상태에 예민한편인데 아주아주 꿀잠 잤습니다. 해변에 매우 인접해있어서 밤에서 밥먹고 놀다가 여러차례나 뛰어나가서 놀고 밤바다구경하고 했네요. 호텔입구에 모래씻는 곳이 있어서 아주 편했습니다. 사람들 많이 노는 시끄러운곳에서 아주 조금 떨어져있어서 밤에도 소음없이 잘 잘수 있었어요. 결과적으로 낙산해수욕장 근방에서는 이 숙박시설이 제일 괜찮은 것 같아요.
1414,스위트호텔 낙산,10.0,깨끗하고 기본에 충실한 숙소입니다! 방도 아주 넓고 무엇보다 해변전망이 너무너무 좋아요~^^
1415,스위트호텔 낙산,8.0,시설 깨끗함. 룸에서 일출감상 가능 룸이 넓어서 좋았음.
1416,스위트호텔 낙산,6.0,
1417,미아모르모텔,10.0,급하게 잡은 숙소였었는데 성수기라 가격이 비쌌지만 그래도 화장실도 그렇고 침구상태도 정말 좋았습니다 :)
1418,속초 블루테라펜션,10.0,신축건물에 오피스텔과 호텔이 함께. 청소상태 깨끗함. 세탁기 있어서 좋았음. 객실내 가전제품및 물품 모두 새거라서 좋았음. 속초해수욕장까지 걸어서 5~10분. 숙소 옆 족발집 대박 맛있음. 모든 시설 깨끗하고 좋았으나 엘리베이터는 개선이 필요함. 엘리베이터 3대가 동시에 같이 다녀 아침에 체크아웃할때 엘리베이터 기다리는데 너무 오래 걸려 결국 계단으로 내려옴. 엘리베이터도 너무 느리게 작동하고 올라가는데 내려가는데 오래 기다려야 함. 그거빼고 나머지는 편하고 좋았음.
1419,속초 블루테라펜션,8.0,
1420,러브스토리,4.0,모든 계단이 너무 위험했습니다. 아이와 함께 갔는데 다락방으로 가는 계단은 너무 가파르고 숙소로 올라가는 계단은 바닥이 다 보이게 만들어져있어서 어른인 저도 무서웠어요. 이숙소의 유일한 장점인 계곡으로 내려가는 계단도 마찬가지 입니다. 떨어지면 죽을것 같이 생겼음. 너무 위험한 공사자재로 만들어져있어요.
1421,러브스토리,8.0,
1422,러브스토리,10.0,
1423,베니키아 호텔 산과바다 대포항,6.0,프론트에 사람이 없어서 당황했어요. 편의점은 열었다 안열었다 뷰는 괜찮아요
1424,베니키아 호텔 산과바다 대포항,4.0,시설이 너무 오래되어 냄새가 나고 불편해서 추천하고 싶지 않네요
1425,베니키아 호텔 산과바다 대포항,10.0,직원들이 아주친절해요! 다만 오래된건물이라 건물에 들어서자마자 꿉꿉한냄새가 나고 방에도 벽지에 곰팡이가 있어요 하지만 침대나 화장실 세면도구는 깨끗했습니다! 뷰가 정말 최고에요!!
1426,베니키아 호텔 산과바다 대포항,2.0,청소 상태가 별로였습니다.객실과 화장실에 머리카락이 여기저기 떨어져 있는데 바닥을 청소 안했다는 거겠지요.그리고 냄새가 너무 나요...
1427,베니키아 호텔 산과바다 대포항,10.0,"조용하고, 깨끗해서 아주 좋았습니다."
1428,베니키아 호텔 산과바다 대포항,4.0,모텔수준의 룸이고 조명도 희미하게 어둡고 테이블다리가 안맞아 흔들리고...시설 리모델링이 필요해 보였어요 찻길 건너로 보이는 바다전망은 좋았어요 길건너면 바다도 있어요
1429,베니키아 호텔 산과바다 대포항,2.0,"바다를 좋아해서 바다를 느끼려고 선택했는데... 방 테이블에 앉으면 바다도 보이지 않고, 문을 열면 자동차 소리에 파도소리조차 들리자 않음. 창틀 및 유리에 먼지도... 바닷가에 위치한 장점이 하나도 없음. 객실도 호텔이라고 하기엔 너무 열악함. 전체적으로 많이 부족한 호텔임."
